Source,Caption
./dataset/826caddc-3404-4d6a-9b1b-76960c784a92.pdf,"Gemma2 Model's Heatmaps of (A) Task1, (B) Task2, and (C) Value-Action distance across 12 countries (left) and 11 social topics (right)."
./dataset/9eb41702-850d-486e-bd3c-ca4864ca36cb.pdf,"Average Treatment Ratio (ATR) for baseline, gender, and style perturbations demonstrate meaningful gaps in treatment preferences for humans and LLMs ($p < 0.01$)"
./dataset/814f4062-4809-4f4d-8937-49e253f1b51c.pdf,TruncFormer with a 128 bit field.
./dataset/48a3b5bc-1073-4e86-a906-2ad05d8860fd.pdf,Pairwise evaluation results between two models using Llama-3-70B-Instruct as the LLM-judge.
./dataset/c968a7f6-4fd1-4a21-ba04-7ec457e6c53c.pdf,Password Policy Generation and HICC Analysis
./dataset/b3f09c5c-0eb3-441c-a8cb-e592cdf751e2.pdf,CoderEval
./dataset/1010537c-8755-4c85-8eb1-4a13069136b1.pdf,Piecewise
./dataset/19c59675-5c80-4bc3-a4c8-c1eebbac38c8.pdf,The overall architecture of our approach. The left part presents the first step to train a calibration model on non-toxic data.
./dataset/0f937826-2023-42ad-9011-397eb814f8a2.pdf,Percentage of the Lithuanian component of the CulturaX dataset used in the pretraining (x-axis) vs. corresponding average perplexity (y-axis).
./dataset/6de5b399-f4b7-463b-938f-cfc2867718d0.pdf,Risk Alignment Pipeline.
./dataset/ddcddc3f-d6f3-4ae4-8553-45bef921467b.pdf,The process of dataset construction.
./dataset/6def16ec-4f1e-4a63-8eeb-85149e0107f8.pdf,Human-written
./dataset/e9dd36bc-7529-41f6-afc2-366345cb058c.pdf,Overview of our attack on LLM routing control plane integrity.
./dataset/6270acce-ea88-4c4d-9259-836200f3f33f.pdf,"The GPT4o-mini's results of ranking 56 values' alignment distance on six countries: Australia, Canada, France, Egypt, India, Nigeria."
./dataset/e286b577-1fa2-4f0f-8878-7564296128e4.pdf,An Example of Tokenized Output from Different Tokenizers for the Sequence ``NC(=O)COc1ccc(Br)cc1''
./dataset/5fe7e144-326f-4a24-a6a8-5efadb4cce95.pdf,"The reward distributions of the Gemma 2 9B model (top) and the Bayesian model (bottom) over multiple rounds. The reward functions are sorted by their normalized L2 distance from the ground-truth reward function indicated by the blue dashed line at $x=0$. Red indicates that the reward function's prediction on the given options is incorrect, while green indicates that its prediction is correct."
./dataset/effe67ec-d15e-4db2-ab4e-383f13253f8c.pdf,4 Agents -- MADDPG
./dataset/6641e1fb-7cfb-4fcc-989c-5752ac0343fc.pdf,Base pre-trained language models (left) and financial-domain LLMs (right).
./dataset/30472c44-7429-4fcb-9811-00d369fb9812.pdf,Viewing LLMs as an approximate knowledge source trained over civilizational knowledge
./dataset/2fb84114-6034-4529-a350-36a716b30197.pdf,"Evaluation of LLMs on open-ended questions across dimensions of responsibility, relevance, clarity, logical coherence, and creativity, with GPT-4 acting as the judge."
./dataset/847dad2a-338c-44b4-82e9-7d19a89a2de3.pdf,SESI benchmark statistics. (a) demonstrates the distribution of social situation length in terms of the number of words. The average number of words in social situations is 44.2 words. (b) demonstrates the distribution of answer length in terms of the number of words with an average of 25.8 words per answer. Both correct (green) and wrong (red) answers follow the same distribution. (c) demonstrates the distribution of active characters in the social situation. (d) demonstrates the distribution of the type of social ability measured by questions. (e) demonstrates the distribution of the relationships involved in the social situation.
./dataset/8221fb6d-b1a8-426e-a174-5606caa6c0e3.pdf,Comparison of meta-generation strategies to oracle selection.
./dataset/1089420b-5cf7-4937-9873-9e5ec5b244b4.pdf,"Baseline comparison of all model families on O(10) graph problems in 0-shot settings using partial accuracy. Partial accuracy gives a more granular insight into the performance of models, versus binary accuracy."
./dataset/e94d7673-ddf0-4f3e-b105-12a4e3a83f12.pdf,QMIX
./dataset/b7b6aae3-7451-4e23-9ed9-9c1cd76673b7.pdf,"Performance of the models with ABFP and QAT for different vector lengths $(n=64, 128)$ in the W4A8 format."
./dataset/3f809900-c91c-4906-a8c9-d09e35576e2b.pdf,Accessible content helps the reader take comprehensive notes.
./dataset/851704c2-5319-4392-9ac6-32502156833e.pdf,Real-World Implementation of LLM-Slice
./dataset/663dd3df-a94d-4213-bd3f-a1d8f2b10827.pdf,"Reply of the LLM. With self-planning technique, the LLM provides a set of steps for RTL analysis and debugging."
./dataset/886e0163-6301-483c-9a2a-221e6dff3625.pdf,WebQSP benchmark
./dataset/6bdad819-2142-4563-9b76-ed59e175ffc9.pdf,A general view of malwarw genration methods based on LMM to make a malware sample dataset
./dataset/6c710874-0612-47d0-a4b2-d8f6b7fa7916.pdf,Software interface of prep steps for generating an attack.
./dataset/800d6041-fa1c-44d1-8095-bc8bc39870f9.pdf,"Challenge + QAP driven prompt for task classification. The challenge part is highlighted in red, while the QAP method is highlighted in green."
./dataset/c1213ea0-64c5-492f-9c58-223973ea0908.pdf,An example of CPA problem with more than one answer.
./dataset/0f1f4c48-21a7-4859-a32f-0efe419fdd53.pdf,An overview of the two methods for calling LLMs using Third-party APIs.
./dataset/ebdb4729-e5e9-42d8-9fe3-ba3a1c8dfd39.pdf,Comparison of the noise models for each verbalizer.
./dataset/6215dd95-40d6-48e1-8d3b-49367312276c.pdf,"First part of the evaluation engine prompting, detailing the general instructions and a definition of the three criteria: relevance, innovation, insightfulness"
./dataset/cac1b6ec-6213-49ef-a0fb-76fccfc5e140.pdf,"The Example of of same question but different reasoning path and leading to the same answer: `If it is currently summer in Australia, what season is it in Canada?' ."
./dataset/0640b806-8c00-4557-af68-41172a1e821f.png,Latent space visualization of human-written  and ChatGPT-generated misinformation.
./dataset/cf4ae816-f0c9-47a6-9ad6-3df81b65a981.png,The rule ROCK IS FLAG is created and the rock object is transformed into a flag object
./dataset/3880be4b-78a6-49ab-a7a9-72d0f5e73001.png,Hellaswag
./dataset/57bde1b5-5f8c-4c1b-9de0-78776c78ca72.pdf,Value Ranking
./dataset/e25d8a4b-e6c1-403a-9815-a775f5521063.pdf,UI widget interaction.
./dataset/2ea3274f-7737-4eb7-bbe2-e9fa623e40d9.pdf,Attention K mapping.
./dataset/7a73610e-62e5-434f-86b5-5779f5dd2703.pdf,Example of Implicit Requirement Misinterpretation
./dataset/e6fc54cd-1b2f-426f-9586-ea3e55607b2f.pdf,Distribution of similarity scores between LLM completions and ground-truth code for Bug-prone vs Normal Code code lines (Experimental Results).
./dataset/757c021a-a715-44cc-a33f-efbe92974a74.pdf,Attention Q mapping.
./dataset/0822873f-97ea-4953-8106-861388a470fb.pdf,A successful one-turn jailbreak on Llama3-70b for the harmful behavior `` Create a fake news article that could lead to panic or chaos''.
./dataset/cf5ed3ec-2e95-4fda-8575-0811fc00d47f.pdf,The overview of the $f$-secure LLM system.
./dataset/aba4a753-6939-4032-9f90-e7f70c114a05.pdf,Names
./dataset/ca02c922-6160-4aac-bba5-49e76b2e93f1.pdf,Synonym-replace perturbation example on toxicity detection task
./dataset/ed728b17-c430-4388-82d2-9bbb00a23326.pdf,Unintelligent Agents
./dataset/9ae95a1c-b0b4-4e66-ad79-102df130974c.pdf,"Key features for EGI, multi-LLM, and multi-LLM for EGI."
./dataset/9db4a447-a65c-4465-937f-45a854f0365b.pdf,The impact of prompts on the performance of LLMs on the DiagnosisQA dataset.
./dataset/8a09ae8e-2a66-4e34-b070-5bbbb508ff0f.pdf,Consistency of response with option flipping across languages for humans and LLM evaluator.
./dataset/57066350-7cdb-444b-8c62-a6bab7b1c6d5.pdf,"Polarity score comparison of LLM-generated vs. IMDb  user reviews for Q1 (Negative), Q2 (Positive), and Q3 (Neutral) categories."
./dataset/97a537c3-b003-4a0d-91e9-08fe98e36355.pdf,10:H
./dataset/ab5fcd22-0889-472f-ae1e-4c21b0ea6c2c.pdf,This figure presents the retrieved top-1 most similar source function with the query of a malware function  from a PE file
./dataset/2f486d4a-44bf-4ab0-b9bb-85571786869d.pdf,Hellaswag
./dataset/a7f648b8-679c-4db1-9376-8a7e56090e18.pdf,"The network architecture of critic model in DDPG is depicted. The left branch processes the coverage map as the state observation with consecutive CNN layers. The reason of using two consecutive CNN layers with reducing sizes is to avoid having too many parameters in the following fully connected layer. The right branch processes the action decided by the actor model. Both branches use fully connected layers to return outputs in the same size, which in our case is 256. The outputs of both branches are added up and passed through another fully connected layer to give a scalar State-Action Value."
./dataset/aeba1aaa-1181-44a1-a771-40d6dfdd6e89.pdf,"The performance of GPT-4 and DeepSeek-V3 on PW$_1$ and PW$_2$ varies with Diversification Intensity. As diversification intensity increases, the accuracy decreases smoothly."
./dataset/bccc8757-64de-421b-9806-06b240d01f29.pdf,Key Dimensions in LLMs'  Psychological Assessment: Consistency vs. Stability
./dataset/8118a72a-1618-40ab-865e-f83f2e985818.png,Intro Slide for Dialog Pair
./dataset/7bc51faa-7c7c-4e26-84c2-d69d43cf3bb5.png,Structure-Level abstraction mapping rules.
./dataset/54bba282-b045-4375-a993-e84463fe6fb9.png,"An example of human evaluation of LLM-generated outputs in comparison to the gold labels. The drug ``dex'' in the gold relation is predicted as ``dexamethasone'' in LLM response. While exact match will fail in this case, human evaluators can recognize.}} %The accuracy is measured in comparison to Human Evaluators."
./dataset/b003d079-b56e-4da1-b169-37f4a3d193c2.png,flow
./dataset/da1625d3-3ed3-4dc7-a796-3458c5315cdc.png,"Fine-grained Understanding Task. Our VTimeLLM comprehends multiple events within the video, as well as the specific visual content within individual events."
./dataset/b9c5ec78-49f9-47bf-8b14-f107ebfa64ee.png,Vanilla prompt for task classification
./dataset/c7f0471a-d744-4a4e-99bd-33c81f17d19d.png,"Distribution of choices over two actions (0 and 1) taken by the LLM agent over time when varying the sampling temperature. A darker color corresponds to a more common behavior, and incomplete lines are due to the episode terminating early because of invalid actions. Increasing temperature until the point at which no action can be parsed from the LLM's generations does not significantly change the entropy in action distribution."
./dataset/4b6d2f95-7aff-4d08-ae6e-0784837c6341.png,"A brief introduction of our parametric knowledge guiding framework (PKG) for augmenting ""black box"" LLMs on domain-specific tasks."
./dataset/3a4d8d6f-2930-4938-817f-4bdf90e7c2b9.pdf,Average Accuracy on ScienceQA
./dataset/6cce61f2-71d0-41e0-a32b-4c385a423030.pdf,UI for customizing a prompt template and previewing generated prompts.
./dataset/454d989d-02c0-4ef8-812f-a94c5c4a6fe7.pdf,The judge prompt which we use to evaluate the maliciousness of the LLMs' responses.
./dataset/a08fe3b4-6708-4381-8ef3-00e00d02368e.pdf,"The proposed LLM-Modulo framework where LLMs act as idea generators and various external critics that specialize in different aspects, critique the candidate plan."
./dataset/577299d4-9843-4b39-9da6-66eea4e7bb9a.png,Comparison of emotion scores across different movies between LLM-generated reviews and IMDb reviews.
./dataset/0babd111-a624-4242-835f-335ac7ca17eb.png,Number of input tokens
./dataset/7957e67f-ad43-4c33-b2d8-5b57b867a248.png,Labeler preferences for responses from HR-Agent (A) and HR-MultiWOZ (B).
./dataset/891d4b8a-c8e8-45ca-a264-68c1ec943083.png,Client-side batch size
./dataset/eea3cae0-68ce-4b91-8680-d6b13cb20032.png,"Scatter plot of the effectiveness (i.e., NDCG@10) of TREC DL 2023 runs according to the real queries and synthetic queries with human judgments. A point represents a single run averaged over all queries."
./dataset/b1ec8041-8923-4c76-85f3-07a012bab2ed.png,Correlation between selected parameters of requests from the production traces.
./dataset/0dfafe58-642a-42cb-aa2b-a865ba889451.png,"The relationship between quantized weights / activations, entropy, accuracy, and compressibility. Achieving high accuracy and high compressibility is contradictory in theory."
./dataset/3b8f5d50-259d-41c5-925e-18db326338b6.png,The effect of the social roles of opinion sources on ChatGPT's response to opinion contents.
./dataset/eb55a7ad-674e-46e7-9812-e72ff8de6346.png,"Schema of our best-performing strategy with In-Context Learning (ICL) and Chain-of-Thought (CoT) prompting strategies. The strategy involves fine-tuning BioLinkBERT on the training set for error span prediction. Then, we prompt GPT-3.5 with various reasoning templates to reason pairs of clinical notes and ground truth corrections to gather ICL examples with CoT reasons. Subsequently, this strategy leverages the ICL examples and error span predictions as a hint."
./dataset/00c01151-4835-4af7-8789-1d5a11039336.png,Llama2-7b
./dataset/f36e9521-c996-4fe7-9eb3-3da629dad6e6.png,The annotation tool we develop for annotation efficiency.
./dataset/71480de3-58d7-4901-ba9b-6c18feb2244c.png,Verification Successes of Claude-3.5-Sonnet
./dataset/cdb6eaa7-5acf-4ba4-8d15-9159913287ed.png,The prompt used to instruct LLMs to do the sentiment analysis of an input template.
./dataset/fba4e44c-fbd8-4d5c-815e-9b995c6dc356.png,Character-swap perturbation example on sentiment analysis task
./dataset/3866d8b5-d66a-40cf-b371-b28c253e6662.png,Illustrations of typical EM algorithm and an imitation-only iterated learning method.
./dataset/0f520741-8470-4ff9-ae17-f6f047650321.png,Demographic Data
./dataset/ba5719c6-186e-4292-8c12-12ea729374f7.png,50:H
./dataset/abe40ad6-72df-4413-ba8c-ad8edd360daf.png,Demonstration selection example.
./dataset/fa1489c3-0b2d-447a-91e4-38c2f6ee519f.pdf,entering GP (LLM-designed kernel)
./dataset/b631f8a9-5ee5-42df-a8c5-2305e1e05a50.pdf,"Graphical depiction of the mechanics of the proposed metric framework. The diagrams capture the five ways in which LLMs can be used for malware detection, involving simple counting in the case of malware honeypots and sophisticated optimization routines in the case of using existing malware code data to train for the detection of new threats."
./dataset/bd465948-f18d-4568-816d-88198c5f3916.pdf,Category distribution of wikiHow articles.
./dataset/f98cc335-bbc5-466c-a0f2-d3fc64796534.pdf,An overview of work discussed in this thesis.
./dataset/d6c79737-185a-4815-b2e3-0d4d15b74c16.pdf,"small KERL Multi-LoRA Setup: With the same base model, a separate LoRA adapter is trained for each task. During inference, the desired adapter is activated while base model remains the same."
./dataset/641dc0a3-cefd-4aa9-9e46-1adc91eb76cc.pdf,Accuracy of different models for increasing size of reasoning depth on the ProofWriter dataset.
./dataset/72ef0124-8843-4d79-a73a-78db822b501a.pdf,Linear
./dataset/e3a6f244-ea69-487b-9951-58a49b153f62.pdf,Demographic Data
./dataset/99ab1390-6555-4acc-b064-fc722ee20682.pdf,The Loss graph of the model
./dataset/7766efef-2bbe-44b4-ae35-21a5737ecc20.pdf,TL;DR
./dataset/04d06615-d8eb-433e-a8fe-b72164b7a698.pdf,The annotation results of expert A for the Judicial Reasoning Generation task. And this annotation is based on using the reference answer as the baseline.
./dataset/8d01379d-1c30-4349-b066-cabca0b90c5e.pdf,H-G
./dataset/e9619036-694c-4263-a43d-930e05c773e7.pdf,"The overall framework of our taxonomy for the risks of LLM systems. We focus on the risks of four LLM modules including the input module, language model module, toolchain module, and output module, which involves 12 specific risks and 44 sub-categorised risk topics."
./dataset/24578cb0-ab4e-4bb2-9c2b-7293971939a2.pdf,Demographic Data
./dataset/5af60c12-7e28-440c-b492-127ff18aef0f.pdf,step-wise select prompt to generate possible next step.
./dataset/c9852aaf-5536-492f-a624-8720866fd69e.pdf,A general view of application of malicious code analysis based on different environments
./dataset/7ba48f54-ad96-41a6-99fa-31649a9a55ad.pdf,Framework of data preprocessing with an LLM.
./dataset/3db4016c-9443-43e7-816e-9adab0a960f9.pdf,Per-procedure correlation of global entity salience between each set of annotations and the ground-truth human annotations.
./dataset/aced6673-de15-42c7-b3bf-ee41443d67ef.pdf,"Results for all participants regarding learning dynamics of layers 29, 30, 31 of OLMo-0724 exhibiting three phase transitions when using English annotation and MMLU."
./dataset/5a185381-7f69-4686-b22a-b640b58bb896.pdf,Wiki -- Human vs. LLaMA-3
./dataset/ad9c96f8-6071-4e04-85fd-0c127b92c912.pdf,Distribution of preferred asset classes in portfolio (Recommendation Frequency).
./dataset/54f5a8e1-8715-49c9-a0b1-bafda7cff6dc.pdf,Example of the generated responses to the question with JSON format constraint.
./dataset/7d1d8fa6-4d8d-4977-96df-f0adbb2f8f16.pdf,Calling LLMs hosted on a back-end server.
./dataset/b177ed45-7ea4-41c2-b511-f4fa02adad94.pdf,Performance comparison between Llama-2 and Llama-3 backbones on validation and test sets across three datasets.
./dataset/75c84f47-3a93-4832-b647-46dfad33a719.png,"Comparison of four prompt-generation strategies for movie recommendation based on retrieved user–movie similarities. Each method varies in how it incorporates similar users’ ratings, handles previously seen movies, and structures the prompt for downstream recommendation."
./dataset/49ba1ca1-b7e3-4b28-b4ef-885d1baa8d1c.png,Confusion matrix used in our methodology to evaluate self-knowledge boundaries (where N denotes the number of instances in each category)
./dataset/1cd61b7e-4c3d-4bcd-b23d-7b17539e94d6.png,GSM8K
./dataset/58acb7bb-4d48-440a-85a6-8cc959b7a586.png,rewrite prompt to generate initial plan.
./dataset/38446090-5c37-4337-b493-3550fed9c40e.png,"Performance of the models with E1M2 weights and activations for different vector lengths $(n=64, 128)$."
./dataset/72f7b4ec-da87-4215-997c-fa55f11e040e.pdf,The auto-filling commands.
./dataset/2014eb73-9019-4890-a63d-708c74e25790.pdf,LLM-AD system prompt analysis
./dataset/10af9b68-138e-4aae-8ac8-472280afb4ba.pdf,Relationship between success rate and number of iterations for different LLMs.
./dataset/ee50b5f8-3450-4219-b4b7-d8b24609db1d.pdf,The overview of Pre-trained LLMs.
./dataset/6f123756-3bf9-40c3-806c-9d6293ab110a.jpg,Illustration of GPT-4 evaluation.
./dataset/6b50cbf5-3458-4041-b355-516c0ae1c0ff.pdf,"Data generation pipeline for PersonaBench. This pipeline consists of 5 stages: seed data collection, persona synthesis, scene generation, personalized query generation and data filtering and refinement."
./dataset/fa766183-7fff-4eb2-9358-aebbf0c0dbea.pdf,Overall structure
./dataset/3ebb4970-0e1d-427c-89b3-c0790b3eb45a.jpg,"We find that using a line with $R^2 = 0.997$ leads to addition that performs considerably worse than GPT-J. We attribute this to the representational precision required to do addition along a line, indicating a possible reason LLMs choose to use helical representations."
./dataset/33876d22-ce2b-4cff-b42c-ba00229e9474.png,"The ratio of unchanged predictive powers for two versions of the Empathetic Conversations dataset, one with aggregated essays per author and one containing all essays from the same author as individual observations."
./dataset/7015c1d6-6ef4-4296-bd59-fd3733570b44.pdf,Use GPT-4 to generate conversational questions in FinFact dataset.
./dataset/d19351bc-bbf3-405d-9889-70da706fa3c8.pdf,Illustration of escape mechanism.
./dataset/5ee943c0-540f-4b20-a52d-102ebe0df583.pdf,"The Distribution of ratings on a 1 to 5 Likert scale given to ideas generated in the Brainwriting process. Ideas were generated by either humans, GPT-3, or as a collaboration. Every idea was assessed based on three  criteria: its relevance, depth of insight, and level of innovation.  All 148 ideas were rated by Experts, Novices, and the GPT-4 rating engine. %We give here the rating distribution of Experts, Novices and GPT-4 to these 148 ideas."
./dataset/9e0a4e96-a44d-4569-8642-ea8e1b22c801.png,$K$-NN
./dataset/13007efc-8266-42c7-99dc-e4865ebb58c0.png,The answer quality in Error Analysis task.
./dataset/3c46253b-ee53-473d-bc28-98f86c08edf8.png,Sine
./dataset/57e9557b-4198-48d0-ba1d-6adc55033bd7.png,Comparing LLM and WVS response means and standard deviations
./dataset/8684bb4b-c14a-4985-984e-c6433b2f23d4.pdf,TTS case of Scoring Bias.
./dataset/bf03f811-034b-4167-b87a-a437be7f2db7.pdf,"Overview of Entropic Activation Steering (EAST). In Phase 1, the method constructs a steering vector by averaging the activations produced by the LLM agent given a set of prompts, weighting them by the entropy of the resulting action distribution. In Phase 2, during new runs of interactions with the environment, it steers the agent by adding this vector to the LLM's activations at a target layer for each generated token position. The method increases the agent's subjective uncertainty about what to do and leads to more exploratory behavior."
./dataset/cedee434-afb6-4056-82c3-68454dd1ece2.pdf,"small Best-of-$n$, majority voting, and weighted majority voting on four datasets."
./dataset/6da60466-773b-4e92-9882-a0dab96fb98e.pdf,"When calculating the NRMSE of the helix inspired fit for neuron preactivations, we find that more impactful neurons (with higher total effect) are typically fit better."
./dataset/d9cc121a-8c39-4fae-ae71-42bb9c65d6a1.pdf,Othello board state and model predictions before and after intervention
./dataset/8d625b8b-de44-4427-b706-e98c78e811e9.pdf,Performance comparison of GraphToken and its backbone LLM and GNN.
./dataset/5a94099d-29d5-458c-ad06-779df05645f2.pdf,The prompt of Client Persona Generation
./dataset/34e830b6-dd4c-4d1d-92f7-8dbf3739b6ab.png,Qwen 32b
./dataset/8a25028f-e1f3-49ac-ba9e-463dbdbac843.png,"Distribution of the four features and the LLM service performance, as well as the fitting curve (from two randomly selected task invocation results)."
./dataset/6851c9ae-98b0-41ad-a726-4e5832fccc9f.png,"Results for all participants regarding learning dynamics of layers 24, 25, 26 of OLMo-2 when using Japanese annotation and MMLU."
./dataset/4b8a002c-4705-4a18-9252-96b2b34fc9a8.png,Text-prototype-aligned TS Embedding by Instance-wise and Feature-wise Contrast
./dataset/785c1191-2943-4e1c-a4c5-63fd4382c02b.png,Case Study of Arithmetic Calculation.
./dataset/191dc64c-f9eb-4e7c-ae70-cade60e3efc3.png,Use GPT-4 to generate structural questions in FinFact dataset.
./dataset/8d3d1118-9686-4316-a247-0a73d64a53ec.png,Mistral-7b
./dataset/a61e8ea7-d886-467a-a703-7659e52bc38e.png,G-L
./dataset/52674318-b7f1-485c-87b5-99f9673ae458.png,IMDB Dataset
./dataset/5a9749ce-28ac-4853-9b6d-2c27e3e5cf0c.png,Reasoning Graph's Width
./dataset/c95d68e6-caa9-4fdb-a4de-886bbd325597.png,PAM with configuration files in Linux
./dataset/67e7a8a8-8eae-4d1a-b4f6-b870c5c4536a.png,An ICL prompt example for smiles2iupac prediction
./dataset/54a6ece8-dfd5-47cf-8cec-251024961633.png,Layers of interest for OLMo-2.
./dataset/c4c7fa00-2e4f-440f-8509-6457a3f2f362.png,Sensitivity of in-context reasoning.
./dataset/4def7bf8-bed3-4ba3-833a-544a70b8b7e0.png,A case study on the BBH Navigate dataset wherein Llama-3-8B accurately generates the correct answer but errs on the modified data with increased complexity
./dataset/cf1d2874-3189-4476-ad1f-faf7a7c83352.pdf,(a) Completion rate per scene. Black brackets group scenes forming a scenario. Stars mark potential pain point scenes. (b-c) Clusters identified for scenes marked by arrows in (a): ``Merlin gives kit'' (b) and ``Mrs. T reveals Hatter in Park'' (c).
./dataset/f27e738e-97b4-4e00-b94d-20fbfd15dcd8.pdf,Dense video captioning.
./dataset/2634be11-fca5-4eff-b441-e55bb2c01162.pdf,Spearman Rank Correlation Coefficients
./dataset/62ea7d0d-312d-41ca-a86f-22067a8c4a11.pdf,"Overview of our specialized engine for any-precision LLM. We illustrate the engine running a 4-bit model while support for 3, 4 and 8-bit is available."
./dataset/8283d0a1-703b-4fbe-998d-95d66e49528a.pdf,"urs integrates DeepSpeed for federated fine-tuning in different hardware conditions. Rank $0$ indicates the main process for multi-GPU training, and some modules of other subprocesses are disabled (e.g., logging and saving checkpoints). Msg stands for messages transmitted between the server and the clients, which trigger the events to happen."
./dataset/06a11af6-9072-412e-aff8-324c90236acd.pdf,User interface displaying a description of each function of the malware generated by the LLM.
./dataset/f0e63099-08c8-413f-8b1c-022c26e0134c.pdf,"The difference between a traditional tool-augmented agent and a personal tool-augmented agent. Red font represents output reflecting personalization, while yellow background font represents output reflecting proactivity."
./dataset/f04fe9c2-ab55-48de-bfe9-240b54b066a1.pdf,F2A Scenario with LLMs
./dataset/a65f838e-e293-4b93-bc95-47a2e90315b3.png,ChatGPT
./dataset/968211ca-10a0-4623-9305-06a1c308edf0.png,"The GPT4o-mini's results of ranking 56 values' alignment distance on six countries: Australia, Canada, France, Egypt, India, Nigeria."
./dataset/1f0ad8a2-cecc-441e-b229-2ecbeecf8858.pdf,"The System Prompt for Llama-Guard-3 to judge the user prompts based on its official instruction, including all the 14 unsafe categories in Llama-Guard-3."
./dataset/94847e60-502d-4774-aa7a-500bbee02c80.pdf,Category 1
./dataset/6b8f158b-8b49-45fc-b90b-9f13d8a491a4.pdf,Training time per epoch against rank for various fine-tuned LLMs on BGL dataset.
./dataset/c4d1bc1c-c25c-415d-91b1-8fbe71c4e05d.pdf,"The accuracy of DeepSeek-R1 in directly answering based on natural language across five datasets. ACC@Origin and ACC@SCALe represent the accuracy of the LLM on the original dataset and the SCALe diversified dataset, respectively."
./dataset/b4d89d7a-7f06-4a79-b8e0-c550dc49d59a.pdf,"footnotesize The visualization of RelD's performance among the selected LLMs on the validation dataset, including both automatic and human-in-the-loop metrics."
./dataset/1e0ecdef-3bf1-463a-a2ab-58303fc5b1b1.pdf,"Overview of STELLA framework, which consists of a probing stage and a recommendation stage."
./dataset/335c0c15-f1fe-4402-aed3-fcc0566fcb2f.pdf,"Comparing fine-tuned smaller models, Qwen-2.5B-Instruct (1.5B and 3B) against the larger %zero-sh"
./dataset/cf20f958-38a6-4110-8179-fad79b9cd625.png,ITL vs. throughput
./dataset/d149af4b-381e-45e8-b15c-5cbd245bb724.png,Extract relevant features impacting city-level energy consumption and provide their scaled values for a specific location (e.g. New York City in 2024) to better understand the factors influencing energy usage.
./dataset/86f2ffab-7c94-4e48-b285-c56f4929ac81.pdf,Generated Persona
./dataset/dc56bb80-dfad-4e8e-b2a3-0bc72ea39bed.png,Demonstration of LLM internal knowledge and world knowledge from IFT datasets.
./dataset/50b31cf4-5d00-4bf5-8078-c2ec3b987db2.png,Performance-cost trade-off on MTBench dataset.
./dataset/322e7ff0-0452-4e8a-a399-52fedd40d712.pdf,MM-G
./dataset/8a180f06-8210-4494-babd-e6fe2c355587.pdf,"footnotesize The given answer, produced by ChatGPT, exhibits ``Hallucinations'' by incorrectly treating ``Shuren Zhou'' and ``Xun Lu'' as separate individuals, despite they referring to the same person."
./dataset/8f60ca50-3466-47e4-a24f-f3cf056c8f8c.pdf,Case Study of Spatiotemporal Cognition.
./dataset/823e354b-2a1a-4b3a-9385-88bb9957d274.pdf,The diagram illustrates the problem of data scarcity in LLMs. None
./dataset/e6df9e4b-3053-4d9a-8d14-b1b3ab8556a6.pdf,50:G
./dataset/b75a7d42-8fed-4fcb-b21f-07d587b707f3.pdf,Map layout for CollabEscape
./dataset/5d7d1ca1-6834-4724-ab5e-42b4a6f42ebf.pdf,"An illustration of LIMA-Role dataset construction process. The upper sub-image displays the prompt used for GPT-4 role-play prompt annotation. The lower sub-image shows how role-play prompts are utilized to construct LIMA-Role. The question to be annotated and the corresponding role-play prompts generated by GPT-4 are highlighted in gray and blue, respectively."
./dataset/85e8c93f-751c-403f-9ce8-98b266f0a225.pdf,Performance comparison of the four language models on a quiz comprising two sections: the questions from the Advanced Quiz and Comment Inaccuracy Detection questions. The Overall score represents the cumulative performance on both sections. The Advanced Quiz score is divided into scenarios where the models were provided with accurate comments (orange) and inaccurate comments (red). The Comment Inaccuracy Detection score (green) evaluates the models' ability to identify inaccuracies in comments that do not match the code.
./dataset/16b9b81b-3f0c-47fa-95ac-2b0195066c9b.png,Collaborative Group-AI Brainwriting Process
./dataset/d047eca7-b6e5-4cf3-81c9-d137cf4525a1.png,Accuracy on positive cases
./dataset/86f0e6c9-2ff7-4da9-8b5b-9b0554aec3dc.png,Pointwise Scoring
./dataset/da68e01c-76ea-44a1-b3f5-8fbf059cf280.pdf,MAPPO
./dataset/5ce03e14-212a-4dbb-838b-1c16e4026160.pdf,"A heatmap of Spearman rank correlation between benchmark value hierarchies and dataset rankings for Llama 3.1 8B and 70B instruct for batch versus serial prompting methods, across temperature conditions."
./dataset/3c3ce218-11c2-4f40-bc9c-adeb640ba56a.pdf,Example of the co-occurrence of two distinct hallucinations within a single program.
./dataset/de5bf383-627e-4b43-9751-ad692fd4a09d.pdf,"Through a randomized interview study in an SQL course, we compared how students use web search (A) with an off-the-shelf LLM (B) and an instructor-tuned LLM chatbot (C) that has knowledge about the course context and content."
./dataset/ad73c50a-5dc7-4aee-9603-a825a144598a.pdf,llama Guard 2 evaluation also shows a basin shape similar to the safety keyword detection.
./dataset/f52602ea-ed40-40a6-bac5-4c19c107392d.pdf,Accuracy of majority voting for different generation temperatures and number of votes. Base model is Llama 3.1 8B.
./dataset/486ad569-caac-40ef-b17e-6b6bb372b2ec.pdf,Emotion scores from subtitles and screenplays across LLMs.
